card_id,card_label,category_id,category_label,user_id
75,CMA 통장 비교,13,증권,8f12e3fe-7fc2-40c9-8703-c5ea21aa91d0
76,국내주식,13,증권,8f12e3fe-7fc2-40c9-8703-c5ea21aa91d0
39,Npay 제휴카드 내역,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
29,머니 충전,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
69,멤버십카드 추가,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
68,카드 발급,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
14,Npay 머니카드,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
66,카드 이벤트,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
45,Npay 제휴카드,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
64,MY 카드,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
63,카드 한도조회,12,카드,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
23,결제혜택,6,결제,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
24,패밀리결제,6,결제,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
26,현장결제,6,결제,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
37,후불결제,6,결제,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
27,QR촬영 결제,6,결제,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
19,신용대출비교,5,대출,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
48,전세반환보증,5,대출,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
20,주택담보대출비교,5,대출,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
18,전월세대출비교,5,대출,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
22,MY 대출,5,대출,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
33,내 환급금 찾기,2,고객지원,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
70,정책지원금,2,고객지원,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
53,보험 고민상담소,2,고객지원,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
67,민생회복 소비쿠폰,2,고객지원,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
7,고객센터,2,고객지원,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
6,판매자 문의,2,고객지원,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
5,공지사항,2,고객지원,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
52,자동차 금융,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
36,수입·지출 관리,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
41,MY 계좌,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
73,MY 연금·IRP,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
47,우리집,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
54,MY CAR,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
42,연말정산 모의계산,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
71,가상자산,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
31,파킹 통장 비교,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
35,내 자산 조회,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
74,내 종목,8,자산 관리,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
32,예금 통장 비교,7,예적금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
34,장기 미사용 계좌,7,예적금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
75,CMA 통장 비교,7,예적금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
30,적금 통장 비교,7,예적금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
65,결제 내역,1,송금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
2,송금,1,송금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
1,예약 송금,1,송금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
3,송금 내역,1,송금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
62,빠른정산,1,송금,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
44,미래에셋 네이버통장,4,사업자,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
15,기업 복지,4,사업자,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
61,사업자 보험,4,사업자,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
17,판매·정산내역,4,사업자,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
16,사업자 대출,4,사업자,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
72,해외주식,13,증권,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
76,국내주식,13,증권,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
43,브랜드 뽑기,14,선물,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
4,페이상품권 선물,14,선물,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
40,선물함,14,선물,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
25,Npay biz,9,편의,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
38,오토·여행케어,9,편의,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
46,바코드 충전,9,편의,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
8,머니 통장,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
13,머니스토리,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
10,머니 내역,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
28,쿠폰,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
21,신용점수,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
11,포인트 전환,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
9,포인트 내역,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
12,포인트 선물,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
50,대한항공 마일지리 적립,3,포인트·머니,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
60,저축보험비교,11,보험,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
58,해외여행보험비교,11,보험,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
59,자동차보험비교,11,보험,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
57,펫보험비교,11,보험,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
56,MY 보험,11,보험,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
55,보험금 청구,11,보험,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
51,지도로 매물찾기,10,부동산,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
49,분양정보,10,부동산,3a6a1cb2-cf7c-4e89-ac43-8e8317db6fd1
2,송금,1,송금,851695c1-b460-4fab-beac-c0431e9c7bb3
1,예약 송금,1,송금,851695c1-b460-4fab-beac-c0431e9c7bb3
3,송금 내역,1,송금,851695c1-b460-4fab-beac-c0431e9c7bb3
16,사업자 대출,4,사업자,851695c1-b460-4fab-beac-c0431e9c7bb3
17,판매·정산내역,4,사업자,851695c1-b460-4fab-beac-c0431e9c7bb3
25,Npay biz,4,사업자,851695c1-b460-4fab-beac-c0431e9c7bb3
15,기업 복지,4,사업자,851695c1-b460-4fab-beac-c0431e9c7bb3
62,빠른정산,4,사업자,851695c1-b460-4fab-beac-c0431e9c7bb3
51,지도로 매물찾기,10,부동산,851695c1-b460-4fab-beac-c0431e9c7bb3
48,전세반환보증,10,부동산,851695c1-b460-4fab-beac-c0431e9c7bb3
49,분양정보,10,부동산,851695c1-b460-4fab-beac-c0431e9c7bb3
29,머니 충전,3,포인트·머니,851695c1-b460-4fab-beac-c0431e9c7bb3
10,머니 내역,3,포인트·머니,851695c1-b460-4fab-beac-c0431e9c7bb3
8,머니 통장,3,포인트·머니,851695c1-b460-4fab-beac-c0431e9c7bb3
13,머니스토리,3,포인트·머니,851695c1-b460-4fab-beac-c0431e9c7bb3
11,포인트 전환,3,포인트·머니,851695c1-b460-4fab-beac-c0431e9c7bb3
28,쿠폰,3,포인트·머니,851695c1-b460-4fab-beac-c0431e9c7bb3
50,대한항공 마일지리 적립,3,포인트·머니,851695c1-b460-4fab-beac-c0431e9c7bb3
38,오토·여행케어,9,편의,851695c1-b460-4fab-beac-c0431e9c7bb3
42,연말정산 모의계산,9,편의,851695c1-b460-4fab-beac-c0431e9c7bb3
43,브랜드 뽑기,9,편의,851695c1-b460-4fab-beac-c0431e9c7bb3
47,우리집,9,편의,851695c1-b460-4fab-beac-c0431e9c7bb3
46,바코드 충전,9,편의,851695c1-b460-4fab-beac-c0431e9c7bb3
9,포인트 내역,9,편의,851695c1-b460-4fab-beac-c0431e9c7bb3
72,해외주식,13,증권,851695c1-b460-4fab-beac-c0431e9c7bb3
44,미래에셋 네이버통장,13,증권,851695c1-b460-4fab-beac-c0431e9c7bb3
74,내 종목,13,증권,851695c1-b460-4fab-beac-c0431e9c7bb3
75,CMA 통장 비교,13,증권,851695c1-b460-4fab-beac-c0431e9c7bb3
76,국내주식,13,증권,851695c1-b460-4fab-beac-c0431e9c7bb3
57,펫보험비교,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
59,자동차보험비교,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
71,가상자산,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
52,자동차 금융,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
35,내 자산 조회,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
54,MY CAR,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
41,MY 계좌,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
31,파킹 통장 비교,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
34,장기 미사용 계좌,8,자산 관리,851695c1-b460-4fab-beac-c0431e9c7bb3
18,전월세대출비교,5,대출,851695c1-b460-4fab-beac-c0431e9c7bb3
19,신용대출비교,5,대출,851695c1-b460-4fab-beac-c0431e9c7bb3
20,주택담보대출비교,5,대출,851695c1-b460-4fab-beac-c0431e9c7bb3
22,MY 대출,5,대출,851695c1-b460-4fab-beac-c0431e9c7bb3
21,신용점수,5,대출,851695c1-b460-4fab-beac-c0431e9c7bb3
63,카드 한도조회,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
68,카드 발급,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
36,수입·지출 관리,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
64,MY 카드,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
66,카드 이벤트,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
14,Npay 머니카드,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
39,Npay 제휴카드 내역,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
69,멤버십카드 추가,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
45,Npay 제휴카드,12,카드,851695c1-b460-4fab-beac-c0431e9c7bb3
70,정책지원금,2,고객지원,851695c1-b460-4fab-beac-c0431e9c7bb3
7,고객센터,2,고객지원,851695c1-b460-4fab-beac-c0431e9c7bb3
6,판매자 문의,2,고객지원,851695c1-b460-4fab-beac-c0431e9c7bb3
33,내 환급금 찾기,2,고객지원,851695c1-b460-4fab-beac-c0431e9c7bb3
67,민생회복 소비쿠폰,2,고객지원,851695c1-b460-4fab-beac-c0431e9c7bb3
5,공지사항,2,고객지원,851695c1-b460-4fab-beac-c0431e9c7bb3
40,선물함,14,선물,851695c1-b460-4fab-beac-c0431e9c7bb3
12,포인트 선물,14,선물,851695c1-b460-4fab-beac-c0431e9c7bb3
4,페이상품권 선물,14,선물,851695c1-b460-4fab-beac-c0431e9c7bb3
73,MY 연금·IRP,7,예적금,851695c1-b460-4fab-beac-c0431e9c7bb3
30,적금 통장 비교,7,예적금,851695c1-b460-4fab-beac-c0431e9c7bb3
32,예금 통장 비교,7,예적금,851695c1-b460-4fab-beac-c0431e9c7bb3
56,MY 보험,11,보험,851695c1-b460-4fab-beac-c0431e9c7bb3
53,보험 고민상담소,11,보험,851695c1-b460-4fab-beac-c0431e9c7bb3
58,해외여행보험비교,11,보험,851695c1-b460-4fab-beac-c0431e9c7bb3
55,보험금 청구,11,보험,851695c1-b460-4fab-beac-c0431e9c7bb3
60,저축보험비교,11,보험,851695c1-b460-4fab-beac-c0431e9c7bb3
61,사업자 보험,11,보험,851695c1-b460-4fab-beac-c0431e9c7bb3
24,패밀리결제,6,결제,851695c1-b460-4fab-beac-c0431e9c7bb3
23,결제혜택,6,결제,851695c1-b460-4fab-beac-c0431e9c7bb3
65,결제 내역,6,결제,851695c1-b460-4fab-beac-c0431e9c7bb3
26,현장결제,6,결제,851695c1-b460-4fab-beac-c0431e9c7bb3
27,QR촬영 결제,6,결제,851695c1-b460-4fab-beac-c0431e9c7bb3
37,후불결제,6,결제,851695c1-b460-4fab-beac-c0431e9c7bb3
53,보험 고민상담소,11,보험,eac0ea13-6e2d-4918-a164-97fd12a96641
57,펫보험비교,11,보험,eac0ea13-6e2d-4918-a164-97fd12a96641
59,자동차보험비교,11,보험,eac0ea13-6e2d-4918-a164-97fd12a96641
58,해외여행보험비교,11,보험,eac0ea13-6e2d-4918-a164-97fd12a96641
55,보험금 청구,11,보험,eac0ea13-6e2d-4918-a164-97fd12a96641
60,저축보험비교,11,보험,eac0ea13-6e2d-4918-a164-97fd12a96641
38,오토·여행케어,11,보험,eac0ea13-6e2d-4918-a164-97fd12a96641
2,송금,1,송금,eac0ea13-6e2d-4918-a164-97fd12a96641
1,예약 송금,1,송금,eac0ea13-6e2d-4918-a164-97fd12a96641
3,송금 내역,1,송금,eac0ea13-6e2d-4918-a164-97fd12a96641
31,파킹 통장 비교,7,예적금,eac0ea13-6e2d-4918-a164-97fd12a96641
32,예금 통장 비교,7,예적금,eac0ea13-6e2d-4918-a164-97fd12a96641
30,적금 통장 비교,7,예적금,eac0ea13-6e2d-4918-a164-97fd12a96641
34,장기 미사용 계좌,7,예적금,eac0ea13-6e2d-4918-a164-97fd12a96641
44,미래에셋 네이버통장,7,예적금,eac0ea13-6e2d-4918-a164-97fd12a96641
69,멤버십카드 추가,12,카드,eac0ea13-6e2d-4918-a164-97fd12a96641
14,Npay 머니카드,12,카드,eac0ea13-6e2d-4918-a164-97fd12a96641
63,카드 한도조회,12,카드,eac0ea13-6e2d-4918-a164-97fd12a96641
68,카드 발급,12,카드,eac0ea13-6e2d-4918-a164-97fd12a96641
45,Npay 제휴카드,12,카드,eac0ea13-6e2d-4918-a164-97fd12a96641
7,고객센터,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
66,카드 이벤트,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
5,공지사항,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
17,판매·정산내역,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
6,판매자 문의,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
15,기업 복지,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
39,Npay 제휴카드 내역,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
70,정책지원금,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
54,MY CAR,2,고객지원,eac0ea13-6e2d-4918-a164-97fd12a96641
73,MY 연금·IRP,13,증권,eac0ea13-6e2d-4918-a164-97fd12a96641
74,내 종목,13,증권,eac0ea13-6e2d-4918-a164-97fd12a96641
76,국내주식,13,증권,eac0ea13-6e2d-4918-a164-97fd12a96641
71,가상자산,13,증권,eac0ea13-6e2d-4918-a164-97fd12a96641
72,해외주식,13,증권,eac0ea13-6e2d-4918-a164-97fd12a96641
75,CMA 통장 비교,13,증권,eac0ea13-6e2d-4918-a164-97fd12a96641
40,선물함,14,선물,eac0ea13-6e2d-4918-a164-97fd12a96641
4,페이상품권 선물,14,선물,eac0ea13-6e2d-4918-a164-97fd12a96641
64,MY 카드,8,자산 관리,eac0ea13-6e2d-4918-a164-97fd12a96641
22,MY 대출,8,자산 관리,eac0ea13-6e2d-4918-a164-97fd12a96641
56,MY 보험,8,자산 관리,eac0ea13-6e2d-4918-a164-97fd12a96641
21,신용점수,8,자산 관리,eac0ea13-6e2d-4918-a164-97fd12a96641
41,MY 계좌,8,자산 관리,eac0ea13-6e2d-4918-a164-97fd12a96641
35,내 자산 조회,8,자산 관리,eac0ea13-6e2d-4918-a164-97fd12a96641
12,포인트 선물,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
29,머니 충전,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
13,머니스토리,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
8,머니 통장,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
11,포인트 전환,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
46,바코드 충전,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
50,대한항공 마일지리 적립,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
28,쿠폰,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
9,포인트 내역,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
25,Npay biz,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
10,머니 내역,3,포인트·머니,eac0ea13-6e2d-4918-a164-97fd12a96641
62,빠른정산,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
36,수입·지출 관리,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
43,브랜드 뽑기,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
65,결제 내역,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
67,민생회복 소비쿠폰,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
33,내 환급금 찾기,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
52,자동차 금융,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
42,연말정산 모의계산,9,편의,eac0ea13-6e2d-4918-a164-97fd12a96641
16,사업자 대출,4,사업자,eac0ea13-6e2d-4918-a164-97fd12a96641
61,사업자 보험,4,사업자,eac0ea13-6e2d-4918-a164-97fd12a96641
49,분양정보,10,부동산,eac0ea13-6e2d-4918-a164-97fd12a96641
47,우리집,10,부동산,eac0ea13-6e2d-4918-a164-97fd12a96641
48,전세반환보증,10,부동산,eac0ea13-6e2d-4918-a164-97fd12a96641
51,지도로 매물찾기,10,부동산,eac0ea13-6e2d-4918-a164-97fd12a96641
18,전월세대출비교,10,부동산,eac0ea13-6e2d-4918-a164-97fd12a96641
23,결제혜택,6,결제,eac0ea13-6e2d-4918-a164-97fd12a96641
27,QR촬영 결제,6,결제,eac0ea13-6e2d-4918-a164-97fd12a96641
24,패밀리결제,6,결제,eac0ea13-6e2d-4918-a164-97fd12a96641
37,후불결제,6,결제,eac0ea13-6e2d-4918-a164-97fd12a96641
26,현장결제,6,결제,eac0ea13-6e2d-4918-a164-97fd12a96641
19,신용대출비교,5,대출,eac0ea13-6e2d-4918-a164-97fd12a96641
20,주택담보대출비교,5,대출,eac0ea13-6e2d-4918-a164-97fd12a96641
40,선물함,14,선물,8be8d721-b084-485b-9be9-864d62b5d3b9
4,페이상품권 선물,14,선물,8be8d721-b084-485b-9be9-864d62b5d3b9
19,신용대출비교,5,대출,8be8d721-b084-485b-9be9-864d62b5d3b9
18,전월세대출비교,5,대출,8be8d721-b084-485b-9be9-864d62b5d3b9
70,정책지원금,5,대출,8be8d721-b084-485b-9be9-864d62b5d3b9
22,MY 대출,5,대출,8be8d721-b084-485b-9be9-864d62b5d3b9
16,사업자 대출,4,사업자,8be8d721-b084-485b-9be9-864d62b5d3b9
17,판매·정산내역,4,사업자,8be8d721-b084-485b-9be9-864d62b5d3b9
61,사업자 보험,4,사업자,8be8d721-b084-485b-9be9-864d62b5d3b9
1,예약 송금,1,송금,8be8d721-b084-485b-9be9-864d62b5d3b9
29,머니 충전,1,송금,8be8d721-b084-485b-9be9-864d62b5d3b9
62,빠른정산,1,송금,8be8d721-b084-485b-9be9-864d62b5d3b9
3,송금 내역,1,송금,8be8d721-b084-485b-9be9-864d62b5d3b9
